0.1455,0.1043,0.2052,0.1909,0.1166,0.2087,0.2037,0.1181,0.1837,0.2062,0.1887,0.2121,0.1682,0.1569,0.0973,0.1479,0.0139,0.1397,0.1510,0.1329,1.0000,0.2060,0.1187,0.1785,0.1835,0.1245,0.1678,0.2023,0.1886,0.1733,0.1801,0.1277,0.1059,0.1093,0.0578,0.0951,0.1966,0.0611,0.2076,0.0145,0.2125,0.0123,0.2027,0.1730,0.0927,0.2064,0.1050,0.1856,0.2138,0.2035
0.3514,0.2497,0.6742,0.4988,0.0211,0.7311,0.7066,0.1245,0.1904,0.7300,0.6486,0.7482,0.3849,0.2495,0.0553,0.0270,0.0344,0.0222,0.4836,0.4107,0.2060,1.0000,0.0220,0.0368,0.0300,0.1286,0.5503,0.6922,0.6210,0.5664,0.5898,0.1734,0.0307,0.1542,0.0428,0.3185,0.6500,0.0696,0.7201,0.0155,0.7305,0.0133,0.7091,0.5782,0.0874,0.7367,0.0735,0.6485,0.0535,0.7195
0.0530,0.0412,0.0238,0.0528,0.1446,0.0228,0.0210,0.0768,0.1374,0.0205,0.0226,0.0220,0.0639,0.0836,0.3531,0.1787,0.0075,0.2085,0.0185,0.0137,0.1187,0.0220,1.0000,0.1457,0.2030,0.1131,0.0167,0.0228,0.0257,0.0188,0.0191,0.0823,0.1026,0.0789,0.0558,0.0126,0.0243,0.0531,0.0198,0.0078,0.0213,0.0050,0.0198,0.0162,0.0733,0.0168,0.0782,0.0177,0.1217,0.0213
0.0835,0.0635,0.0360,0.0858,0.1644,0.0306,0.0324,0.1334,0.3735,0.0323,0.0299,0.0384,0.1217,0.2183,0.1415,0.1967,0.0116,0.2057,0.0332,0.0227,0.1785,0.0368,0.1457,1.0000,0.1828,0.1554,0.0263,0.0320,0.0539,0.0288,0.0276,0.1320,0.1583,0.1414,0.0837,0.0195,0.0381,0.0860,0.0294,0.0151,0.0313,0.0095,0.0314,0.0246,0.1291,0.0239,0.1554,0.0253,0.1805,0.0376
0.0600,0.0475,0.0311,0.0694,0.1610,0.0284,0.0292,0.0763,0.1339,0.0272,0.0277,0.0368,0.0730,0.0976,0.1142,0.1575,0.0061,0.1878,0.0254,0.0210,0.1835,0.0300,0.2030,0.1828,1.0000,0.1383,0.0221,0.0304,0.0351,0.0252,0.0274,0.0959,0.1259,0.0841,0.0626,0.0205,0.0323,0.0534,0.0284,0.0092,0.0289,0.0063,0.0267,0.0226,0.0835,0.0246,0.0923,0.0276,0.1385,0.0337
0.1118,0.0767,0.1297,0.1470,0.1612,0.1156,0.1078,0.0852,0.1244,0.1163,0.1282,0.1225,0.1220,0.3874,0.0762,0.1066,0.0341,0.1760,0.1083,0.0874,0.1245,0.1286,0.1131,0.1554,0.1383,1.0000,0.1114,0.1073,0.1132,0.1102,0.1069,0.1079,0.0750,0.0955,0.0517,0.0565,0.1206,0.0497,0.1217,0.0065,0.1275,0.0039,0.1189,0.1165,0.0702,0.1114,0.0855,0.1039,0.0882,0.1606
0.3902,0.3103,0.6835,0.5177,0.0118,0.6225,0.5863,0.1314,0.1673,0.6028,0.5669,0.5869,0.3820,0.1984,0.0164,0.0178,0.0348,0.0141,0.4540,0.3893,0.1678,0.5503,0.0167,0.0263,0.0221,0.1114,1.0000,0.5659,0.4993,0.5341,0.5413,0.1983,0.0225,0.1719,0.0464,0.2741,0.5706,0.0735,0.6072,0.0111,0.6223,0.0081,0.5841,0.5116,0.0831,0.6009,0.0699,0.5425,0.0459,0.5636
0.3661,0.2569,0.6951,0.5387,0.0189,0.7715,0.7615,0.1235,0.1922,0.7439,0.6855,0.7205,0.3874,0.2370,0.0232,0.0334,0.0342,0.0190,0.4864,0.4141,0.2023,0.6922,0.0228,0.0320,0.0304,0.1073,0.5659,1.0000,0.6232,0.5858,0.6083,0.1851,0.0320,0.1979,0.0451,0.3226,0.6785,0.0700,0.7863,0.0123,0.7682,0.0105,0.7255,0.6066,0.0928,0.7879,0.0708,0.6860,0.0577,0.6771
0.3295,0.2363,0.6181,0.4702,0.0245,0.6640,0.6448,0.1321,0.1884,0.6518,0.5816,0.6515,0.3584,0.2274,0.0249,0.0328,0.0321,0.0273,0.4498,0.3907,0.1886,0.6210,0.0257,0.0539,0.0351,0.1132,0.4993,0.6232,1.0000,0.5209,0.5575,0.1655,0.0336,0.1567,0.0515,0.2933,0.5957,0.0770,0.6454,0.0166,0.6663,0.0131,0.6321,0.5242,0.1017,0.6628,0.0804,0.5836,0.0597,0.6123
0.3554,0.2521,0.6508,0.5082,0.0126,0.6448,0.6154,0.1425,0.1734,0.6244,0.5823,0.6154,0.3692,0.2031,0.0184,0.0192,0.0318,0.0150,0.4598,0.4083,0.1733,0.5664,0.0188,0.0288,0.0252,0.1102,0.5341,0.5858,0.5209,1.0000,0.5913,0.1807,0.0232,0.1857,0.0539,0.2845,0.5969,0.0829,0.6224,0.0123,0.6425,0.0088,0.5996,0.5378,0.0846,0.6360,0.0770,0.5699,0.0425,0.5808
0.3606,0.2611,0.6882,0.5301,0.0131,0.6735,0.6475,0.1533,0.1818,0.6509,0.6014,0.6492,0.3728,0.2123,0.0169,0.0188,0.0365,0.0145,0.4835,0.4850,0.1801,0.5898,0.0191,0.0276,0.0274,0.1069,0.5413,0.6083,0.5575,0.5913,1.0000,0.1767,0.0262,0.1621,0.0587,0.3063,0.6210,0.1010,0.6575,0.0147,0.6688,0.0113,0.6266,0.5585,0.0949,0.6604,0.0826,0.5952,0.0451,0.6029
0.2016,0.1461,0.2211,0.2994,0.0747,0.1923,0.1741,0.1416,0.1482,0.1823,0.1733,0.1773,0.2098,0.1321,0.0731,0.1032,0.0361,0.0976,0.1999,0.1346,0.1277,0.1734,0.0823,0.1320,0.0959,0.1079,0.1983,0.1851,0.1655,0.1807,0.1767,1.0000,0.0774,0.2785,0.0897,0.0986,0.1825,0.1021,0.1772,0.0154,0.1874,0.0129,0.1747,0.1617,0.1135,0.1674,0.1264,0.1579,0.1117,0.1798
0.0497,0.0396,0.0309,0.0608,0.1084,0.0305,0.0288,0.0689,0.1553,0.0267,0.0302,0.0334,0.0674,0.0883,0.0937,0.1540,0.0280,0.1530,0.0232,0.0181,0.1059,0.0307,0.1026,0.1583,0.1259,0.0750,0.0225,0.0320,0.0336,0.0232,0.0262,0.0774,1.0000,0.0668,0.0497,0.0175,0.0353,0.0486,0.0285,0.3212,0.0287,0.4057,0.0299,0.0218,0.0805,0.0262,0.0837,0.0261,0.1563,0.0288
0.2180,0.1528,0.2029,0.3392,0.0627,0.1720,0.1537,0.1281,0.1675,0.1632,0.1885,0.1604,0.2212,0.1228,0.0646,0.0842,0.0315,0.0874,0.2340,0.1257,0.1093,0.1542,0.0789,0.1414,0.0841,0.0955,0.1719,0.1979,0.1567,0.1857,0.1621,0.2785,0.0668,1.0000,0.0633,0.1004,0.1789,0.0770,0.1627,0.0123,0.1872,0.0093,0.1732,0.1460,0.1018,0.1426,0.1016,0.1432,0.0972,0.1688
0.0774,0.0509,0.0672,0.0859,0.0434,0.0737,0.0522,0.3328,0.0777,0.0485,0.0552,0.0510,0.0954,0.0898,0.0417,0.0588,0.0208,0.0544,0.0460,0.0480,0.0578,0.0428,0.0558,0.0837,0.0626,0.0517,0.0464,0.0451,0.0515,0.0539,0.0587,0.0897,0.0497,0.0633,1.0000,0.0340,0.0543,0.1615,0.0537,0.0053,0.0473,0.0049,0.0456,0.0492,0.1174,0.0449,0.1310,0.0531,0.0606,0.0483
0.1925,0.1444,0.3410,0.2847,0.0091,0.3468,0.3313,0.0862,0.1082,0.3412,0.3170,0.3389,0.2038,0.1156,0.0118,0.0141,0.0245,0.0117,0.2571,0.2198,0.0951,0.3185,0.0126,0.0195,0.0205,0.0565,0.2741,0.3226,0.2933,0.2845,0.3063,0.0986,0.0175,0.1004,0.0340,1.0000,0.3221,0.0501,0.3359,0.0116,0.3492,0.0103,0.3582,0.2814,0.0655,0.3347,0.0488,0.3052,0.0289,0.3230
0.3842,0.2761,0.6964,0.5343,0.0176,0.7288,0.7069,0.1532,0.1995,0.7056,0.6649,0.7002,0.4085,0.2385,0.0221,0.0259,0.0334,0.0222,0.4934,0.4431,0.1966,0.6500,0.0243,0.0381,0.0323,0.1206,0.5706,0.6785,0.5957,0.5969,0.6210,0.1825,0.0353,0.1789,0.0543,0.3221,1.0000,0.0882,0.7196,0.0215,0.7309,0.0177,0.6795,0.5999,0.1054,0.7445,0.0907,0.6569,0.0528,0.6598
0.1006,0.0658,0.0976,0.1097,0.0413,0.0975,0.0773,0.2576,0.0829,0.0803,0.0892,0.0812,0.1117,0.0880,0.0404,0.0570,0.0205,0.0526,0.0680,0.0856,0.0611,0.0696,0.0531,0.0860,0.0534,0.0497,0.0735,0.0700,0.0770,0.0829,0.1010,0.1021,0.0486,0.0770,0.1615,0.0501,0.0882,1.0000,0.0826,0.0058,0.0778,0.0043,0.0742,0.0712,0.0991,0.0772,0.1110,0.0817,0.0631,0.0765
0.3905,0.2744,0.7424,0.5396,0.0145,0.8119,0.7877,0.1385,0.1946,0.7909,0.7349,0.7505,0.4133,0.2543,0.0219,0.0225,0.0365,0.0163,0.5249,0.4490,0.2076,0.7201,0.0198,0.0294,0.0284,0.1217,0.6072,0.7863,0.6454,0.6224,0.6575,0.1772,0.0285,0.1627,0.0537,0.3359,0.7196,0.0826,1.0000,0.0133,0.8084,0.0103,0.7606,0.6487,0.1058,0.8150,0.0786,0.7375,0.0560,0.7095
0.0132,0.0094,0.0176,0.0238,0.0093,0.0149,0.0141,0.0104,0.0253,0.0124,0.0127,0.0161,0.0129,0.0139,0.0067,0.0106,0.0356,0.0111,0.0120,0.0088,0.0145,0.0155,0.0078,0.0151,0.0092,0.0065,0.0111,0.0123,0.0166,0.0123,0.0147,0.0154,0.3212,0.0123,0.0053,0.0116,0.0215,0.0058,0.0133,1.0000,0.0149,0.6529,0.0161,0.0113,0.0181,0.0128,0.0112,0.0115,0.0080,0.0154
0.4031,0.2824,0.7586,0.5636,0.0154,0.8086,0.7779,0.1413,0.2027,0.7929,0.7225,0.7716,0.4320,0.2532,0.0224,0.0225,0.0396,0.0172,0.5555,0.4739,0.2125,0.7305,0.0213,0.0313,0.0289,0.1275,0.6223,0.7682,0.6663,0.6425,0.6688,0.1874,0.0287,0.1872,0.0473,0.3492,0.7309,0.0778,0.8084,0.0149,1.0000,0.0118,0.7758,0.6511,0.0946,0.8139,0.0781,0.7155,0.0541,0.7260
0.0097,0.0068,0.0146,0.0204,0.0056,0.0124,0.0118,0.0094,0.0196,0.0097,0.0100,0.0133,0.0097,0.0116,0.0064,0.0117,0.0417,0.0088,0.0096,0.0063,0.0123,0.0133,0.0050,0.0095,0.0063,0.0039,0.0081,0.0105,0.0131,0.0088,0.0113,0.0129,0.4057,0.0093,0.0049,0.0103,0.0177,0.0043,0.0103,0.6529,0.0118,1.0000,0.0143,0.0087,0.0151,0.0105,0.0099,0.0093,0.0076,0.0120
0.3788,0.2681,0.7253,0.5332,0.0147,0.7674,0.7376,0.1354,0.1976,0.7802,0.6875,0.7470,0.4051,0.2408,0.0208,0.0223,0.0412,0.0163,0.5235,0.4492,0.2027,0.7091,0.0198,0.0314,0.0267,0.1189,0.5841,0.7255,0.6321,0.5996,0.6266,0.1747,0.0299,0.1732,0.0456,0.3582,0.6795,0.0742,0.7606,0.0161,0.7758,0.0143,1.0000,0.6090,0.0982,0.7583,0.0769,0.6806,0.0509,0.6996
0.3363,0.2333,0.6273,0.4695,0.0112,0.6842,0.6310,0.1347,0.1686,0.6367,0.5932,0.6194,0.3626,0.2078,0.0170,0.0177,0.0315,0.0118,0.4491,0.4048,0.1730,0.5782,0.0162,0.0246,0.0226,0.1165,0.5116,0.6066,0.5242,0.5378,0.5585,0.1617,0.0218,0.1460,0.0492,0.2814,0.5999,0.0712,0.6487,0.0113,0.6511,0.0087,0.6090,1.0000,0.0826,0.6658,0.0767,0.5941,0.0414,0.5883
0.1137,0.1056,0.1215,0.1445,0.0631,0.1114,0.1103,0.1367,0.1322,0.0978,0.1083,0.0959,0.1174,0.1265,0.0584,0.0899,0.0207,0.0822,0.0899,0.0608,0.0927,0.0874,0.0733,0.1291,0.0835,0.0702,0.0831,0.0928,0.1017,0.0846,0.0949,0.1135,0.0805,0.1018,0.1174,0.0655,0.1054,0.0991,0.1058,0.0181,0.0946,0.0151,0.0982,0.0826,1.0000,0.0898,0.1568,0.1078,0.0954,0.0923
0.3747,0.2639,0.7379,0.5100,0.0127,0.8263,0.8067,0.1345,0.1909,0.8040,0.7246,0.7866,0.4040,0.2504,0.0178,0.0195,0.0269,0.0128,0.4925,0.4551,0.2064,0.7367,0.0168,0.0239,0.0246,0.1114,0.6009,0.7879,0.6628,0.6360,0.6604,0.1674,0.0262,0.1426,0.0449,0.3347,0.7445,0.0772,0.8150,0.0128,0.8139,0.0105,0.7583,0.6658,0.0898,1.0000,0.0759,0.7576,0.0441,0.7285
0.1092,0.0838,0.0967,0.1195,0.0687,0.0886,0.0796,0.2243,0.1426,0.0801,0.0812,0.0877,0.1224,0.1313,0.0713,0.1082,0.0101,0.1006,0.0687,0.0617,0.1050,0.0735,0.0782,0.1554,0.0923,0.0855,0.0699,0.0708,0.0804,0.0770,0.0826,0.1264,0.0837,0.1016,0.1310,0.0488,0.0907,0.1110,0.0786,0.0112,0.0781,0.0099,0.0769,0.0767,0.1568,0.0759,1.0000,0.0781,0.1059,0.0779
0.3492,0.2437,0.6745,0.4795,0.0133,0.7378,0.7124,0.1364,0.1757,0.7229,0.6524,0.6916,0.3699,0.2256,0.0179,0.0191,0.0337,0.0136,0.4695,0.4245,0.1856,0.6485,0.0177,0.0253,0.0276,0.1039,0.5425,0.6860,0.5836,0.5699,0.5952,0.1579,0.0261,0.1432,0.0531,0.3052,0.6569,0.0817,0.7375,0.0115,0.7155,0.0093,0.6806,0.5941,0.1078,0.7576,0.0781,1.0000,0.0416,0.6438
0.0740,0.0540,0.0540,0.0938,0.1225,0.0557,0.0534,0.0835,0.1974,0.0523,0.0483,0.0528,0.0947,0.1177,0.1075,0.2632,0.0127,0.1630,0.0484,0.0305,0.2138,0.0535,0.1217,0.1805,0.1385,0.0882,0.0459,0.0577,0.0597,0.0425,0.0451,0.1117,0.1563,0.0972,0.0606,0.0289,0.0528,0.0631,0.0560,0.0080,0.0541,0.0076,0.0509,0.0414,0.0954,0.0441,0.1059,0.0416,1.0000,0.0504
0.3694,0.2611,0.6869,0.5213,0.0159,0.7247,0.6959,0.1385,0.1915,0.7227,0.6528,0.7707,0.3977,0.2591,0.0212,0.0232,0.0364,0.0192,0.4980,0.4325,0.2035,0.7195,0.0213,0.0376,0.0337,0.1606,0.5636,0.6771,0.6123,0.5808,0.6029,0.1798,0.0288,0.1688,0.0483,0.3230,0.6598,0.0765,0.7095,0.0154,0.7260,0.0120,0.6996,0.5883,0.0923,0.7285,0.0779,0.6438,0.0504,1.0000
